id,word,description,meaning,pronunciation,lesson,level,example
366,はな,NULL,hoa,NULL,7,NULL,NULL
367,シャツ,NULL,áo sơ mi,NULL,7,NULL,NULL
368,プレゼント,NULL,"quà tặng, tặng phẩm",NULL,7,NULL,NULL
369,にもつ,NULL,"đồ đạc, hành lý",NULL,7,NULL,NULL
370,おかね,NULL,tiền,NULL,7,NULL,NULL
371,きっぷ,NULL,vé,NULL,7,NULL,NULL
372,クリスマス,NULL,Giáng sinh,NULL,7,NULL,NULL
373,ちち,NULL,bố (dùng khi nói về bố mình),NULL,7,NULL,NULL
374,はは,NULL,mẹ (dùng khi nói về mẹ mình),NULL,7,NULL,NULL
375,おとうさん,NULL,bố (dùng khi nói về bố người khác và dùng khi xưng hô với bố mình),NULL,7,NULL,NULL
376,おかあさん,NULL,mẹ (dùng khi nói về mẹ người khác và dùng khi xưng hô với mẹ mình),NULL,7,NULL,NULL
377,もう,NULL,"đã, rồi",NULL,7,NULL,NULL
378,まだ,NULL,chưa,NULL,7,NULL,NULL
379,これから,NULL,"từ bây giờ, sau đây",NULL,7,NULL,NULL
380,［～、］すてきですね。,NULL,[～] hay nhỉ./đẹp nhỉ.,NULL,7,NULL,NULL
381,いらっしゃい。,NULL,Rất hoan nghênh anh/chị đã đến chơi./Chào mừng anh/chị đã đến chơi,NULL,7,NULL,NULL
382,どうぞ おあがり ください。,NULL,Mời anh/chị vào,NULL,7,NULL,NULL
383,しつれいします。,NULL,Xin phép tôi vào./Xin phép ～. (dùng khi bước vào nhà của người khác),NULL,7,NULL,NULL
384,［～は］いかがですか。,NULL,Anh/chị dùng ～ nhé? (dùng khi mời ai đó cái gì),NULL,7,NULL,NULL
385,いただきます。,NULL,Mời anh/chị dùng ～. (cách nói dùng trước khi ăn hoặc uống),NULL,7,NULL,NULL
386,ごちそうさま［でした］。,NULL,Xin cảm ơn anh/chị đã đãi tôi bữa ăn ngon. (câu nói dùng sau khi ăn xong),NULL,7,NULL,NULL
387,スパイン,NULL,Tây Ban Nha,NULL,7,NULL,NULL
388,ファクス,NULL,fax,NULL,7,NULL,NULL
389,ワープロ,NULL,máy đánh chữ,NULL,7,NULL,NULL
390,ごめんください。,NULL,"Xin lỗi, có ai ở nhà không?/ Tôi có thể vào được chứ? (câu nói của khách hàng dùng khi đến thăm nhà ai đó)",NULL,7,NULL,NULL
391,りょこう,NULL,"du lịch, chuyến du lịch (～を します : đi du lịch)",NULL,7,NULL,NULL
392,おみやげ,NULL,quà (mua khi đi xa về hoặc mang đi khi thăm nhà người nào đó),NULL,7,NULL,NULL
393,ヨーロッパ,NULL,châu Âu,NULL,7,NULL,NULL
394,ハンサム［な］,NULL,đẹp trai,NULL,8,NULL,NULL
395,きれい［な］,NULL,"đẹp, sạch",NULL,8,NULL,NULL
396,しずか［な］,NULL,yên tĩnh,NULL,8,NULL,NULL
397,にぎやか［な］,NULL,náo nhiệt,NULL,8,NULL,NULL
398,ゆうめい［な］,NULL,nổi tiếng,NULL,8,NULL,NULL
399,しんせつ［な］,NULL,"tốt bụng, thân thiện (không dùng khi nói về người trong gia đình mình)",NULL,8,NULL,NULL
400,げんき［な］,NULL,"khỏe, khỏe khoắn",NULL,8,NULL,NULL
401,ひま［な］,NULL,rảnh rỗi,NULL,8,NULL,NULL
402,べんり［な］,NULL,tiện lợi,NULL,8,NULL,NULL
403,すてき［な］,NULL,"đẹp, hay",NULL,8,NULL,NULL
404,おおきい,NULL,"to, lớn",NULL,8,NULL,NULL
405,ちいさい,NULL,"nhỏ, bé",NULL,8,NULL,NULL
406,あたらしい,NULL,mới,NULL,8,NULL,NULL
407,ふるい,NULL,cũ (không dùng khi nói về tuổi tác của một người),NULL,8,NULL,NULL
408,いい（よい）,NULL,tốt,NULL,8,NULL,NULL
409,わるい,NULL,xấu,NULL,8,NULL,NULL
410,あつい,NULL,nóng,NULL,8,NULL,NULL
411,さむい,NULL,"lạnh, rét (dùng cho thời tiết)",NULL,8,NULL,NULL
412,つめたい,NULL,"lạnh, buốt (dùng cho cảm giác)",NULL,8,NULL,NULL
413,むずかしい,NULL,khó,NULL,8,NULL,NULL
414,やさしい,NULL,dễ,NULL,8,NULL,NULL
415,たかい,NULL,"đắt, cao",NULL,8,NULL,NULL
416,やすい,NULL,rẻ,NULL,8,NULL,NULL
417,ひくい,NULL,thấp,NULL,8,NULL,NULL
418,おもしろい,NULL,"thú vị, hay",NULL,8,NULL,NULL
419,おいしい,NULL,ngon,NULL,8,NULL,NULL
420,いそがしい,NULL,bận,NULL,8,NULL,NULL
421,たのしい,NULL,vui,NULL,8,NULL,NULL
422,しろい,NULL,trắng,NULL,8,NULL,NULL
423,くろい,NULL,đen,NULL,8,NULL,NULL
424,あかい,NULL,đỏ,NULL,8,NULL,NULL
425,あおい,NULL,xanh da trời,NULL,8,NULL,NULL
426,さくら,NULL,"anh đào (hoa, cây)",NULL,8,NULL,NULL
427,やま,NULL,núi,NULL,8,NULL,NULL
428,まち,NULL,"thị trấn, thị xã, thành phố",NULL,8,NULL,NULL
429,たべもの,NULL,đồ ăn,NULL,8,NULL,NULL
430,ところ,NULL,"nơi, chỗ",NULL,8,NULL,NULL
431,りょう,NULL,kí túc xá,NULL,8,NULL,NULL
432,レストラン,NULL,nhà hàng,NULL,8,NULL,NULL
433,せいかつ,NULL,"cuộc sống, sinh hoạt",NULL,8,NULL,NULL
434,［お］しごと,NULL,"việc, công việc (～を します : làm việc)",NULL,8,NULL,NULL
435,どう,NULL,thế nào,NULL,8,NULL,NULL
436,どんな ～,NULL,～ như thế nào,NULL,8,NULL,NULL
437,とても,NULL,"rất, lắm",NULL,8,NULL,NULL
438,あまり,NULL,không ～ lắm (dùng với thể phủ định),NULL,8,NULL,NULL
439,そして,NULL,"và, thêm nữa (dùng để nối hai câu)",NULL,8,NULL,NULL
440,～が、～,NULL,"～, nhưng ～",NULL,8,NULL,NULL
441,おげんきですか。,NULL,Anh/Chị có khỏe không?,NULL,8,NULL,NULL
442,そうですね。,NULL,Thế à./Để tôi xem. (cách nói trong lúc suy nghĩ câu trả lời),NULL,8,NULL,NULL
443,［～、］もう いっぱい いかがですか。,NULL,Anh/Chị dùng thêm một chén/lý[～] nữa nhé?,NULL,8,NULL,NULL
444,［いいえ、］けっこうです。,NULL,"Không, đủ rồi ạ.",NULL,8,NULL,NULL
445,もう ～です［ね］。,NULL,"Đã ～ rồi nhỉ./Đã ～ rồi, đúng không?",NULL,8,NULL,NULL
446,そろそろ しつれいします。,NULL,Sắp đến lúc tôi phải xin phép rồi./Đã đến lúc tôi phải về,NULL,8,NULL,NULL
447,いいえ。,NULL,Không có gì./Không sao cả.,NULL,8,NULL,NULL
448,また いらっしゃって ください。,NULL,Lần sau anh/chị lại đến chơi nhé.,NULL,8,NULL,NULL
449,シャンハイ,NULL,Thượng Hải (上海),NULL,8,NULL,NULL
450,きんかくじ,NULL,Chùa Kinkaku-ji (Chùa Vàng),NULL,8,NULL,NULL
451,ならこうえん,NULL,Công viên Nara,NULL,8,NULL,NULL
452,ふじさん,NULL,Núi Phú Sĩ (ngọn núi cao nhất Nhật Bản),NULL,8,NULL,NULL
453,「しちにんの さむらい」,NULL,"""7 chàng võ sĩ Samurai"" (tên một bộ phim kinh điển của đạo diễn Kurosawa Akira)",NULL,8,NULL,NULL
454,くるま,NULL,xe ô-tô,NULL,8,NULL,NULL
455,べんきょう,NULL,học,NULL,8,NULL,NULL
456,どれ,NULL,cái nào,NULL,8,NULL,NULL
457,にほんの せいかつに なれましたか。,NULL,Anh/Chị đã quen với cuộc sống ở Nhật Bản chưa?,NULL,8,NULL,NULL
458,びわこ,NULL,Hồ Biwa,NULL,8,NULL,NULL
459,わかります,NULL,"hiểu, nắm được",NULL,9,NULL,NULL
460,あります,NULL,có (sở hữu),NULL,9,NULL,NULL
461,すき［な］,NULL,thích,NULL,9,NULL,NULL
462,きらい［な］,NULL,"ghét, không thích",NULL,9,NULL,NULL
463,じょうず［な］,NULL,"giỏi, khéo",NULL,9,NULL,NULL
464,へた［な］,NULL,kém,NULL,9,NULL,NULL
465,のみもの,NULL,đồ uống,NULL,9,NULL,NULL
466,りょうり,NULL,"món ăn, việc nấu ăn (～を します : nấu ăn)",NULL,9,NULL,NULL
467,スポーツ,NULL,thể thao (～を します : chơi thể thao),NULL,9,NULL,NULL
468,やきゅう,NULL,bóng chày (～を します : chơi bóng chày),NULL,9,NULL,NULL
469,ダンス,NULL,"nhảy, khiêu vũ (～を します : nhảy, khiêu vũ)",NULL,9,NULL,NULL
470,りょこう,NULL,"du lịch, chuyến du lịch (～［を］します : đi du lịch)",NULL,9,NULL,NULL
471,おんがく,NULL,âm nhạc,NULL,9,NULL,NULL
472,うた,NULL,bài hát,NULL,9,NULL,NULL
473,クラシック,NULL,nhạc cổ điển,NULL,9,NULL,NULL
474,ジャズ,NULL,nhạc jazz,NULL,9,NULL,NULL
475,コンサート,NULL,buổi hòa nhạc,NULL,9,NULL,NULL
476,カラオケ,NULL,karaoke,NULL,9,NULL,NULL
477,かぶき,NULL,Kabuki (một thể loại ca kịch truyền thống của Nhật),NULL,9,NULL,NULL
478,え,NULL,"tranh, hội họa",NULL,9,NULL,NULL
479,じ,NULL,chữ,NULL,9,NULL,NULL
480,かんじ,NULL,chữ Hán,NULL,9,NULL,NULL
481,ひらがな,NULL,chữ Hiragana,NULL,9,NULL,NULL
482,かたかな,NULL,chữ Katakana,NULL,9,NULL,NULL
483,ローマじ,NULL,chữ La Mã,NULL,9,NULL,NULL
484,こまかい おかね,NULL,tiền lẻ,NULL,9,NULL,NULL
485,チケット,NULL,vé,NULL,9,NULL,NULL
486,じかん,NULL,thời gian,NULL,9,NULL,NULL
487,ようじ,NULL,"việc bận, công chuyện",NULL,9,NULL,NULL
488,やくそく,NULL,"cuộc hẹn, lời hứa (～［を］します : hứa, hẹn)",NULL,9,NULL,NULL
489,アルバイト,NULL,việc làm thêm (～を します : làm thêm),NULL,9,NULL,NULL
490,ごしゅじん,NULL,chồng (dùng khi nói về chồng người khác),NULL,9,NULL,NULL
491,おっと／しゅじん,NULL,chồng (dùng khi nói về chồng mình),NULL,9,NULL,NULL
492,おくさん,NULL,vợ (dùng khi nói về vợ người khác),NULL,9,NULL,NULL
493,つま／かない,NULL,vợ (dùng khi nói về vợ mình),NULL,9,NULL,NULL
494,こども,NULL,con cái,NULL,9,NULL,NULL
495,よく,NULL,"tốt, rõ (chỉ mức độ)",NULL,9,NULL,NULL
496,だいたい,NULL,"đại khái, đại thể",NULL,9,NULL,NULL
497,たくさん,NULL,nhiều,NULL,9,NULL,NULL
498,すこし,NULL,"ít, một ít",NULL,9,NULL,NULL
499,ぜんぜん,NULL,hoàn toàn ～ không (dùng với thể phủ định),NULL,9,NULL,NULL
500,はやく,NULL,"sớm, nhanh",NULL,9,NULL,NULL
501,～から,NULL,vì ～,NULL,9,NULL,NULL
502,どうして,NULL,tại sao,NULL,9,NULL,NULL
503,かして ください。,NULL,Hãy cho tôi mượn (nó).,NULL,9,NULL,NULL
504,いいですよ。,NULL,Được chứ./Được ạ,NULL,9,NULL,NULL
505,ざんねんです［が］,NULL,"Tôi xin lỗi, [nhưng...]/Đáng tiếc là...",NULL,9,NULL,NULL
506,ああ,NULL,Ah/Ôi,NULL,9,NULL,NULL
507,いっしょに いかがですか。,NULL,Anh/Chị cùng ～ với tôi (chúng tôi) không?,NULL,9,NULL,NULL
508,［～は］ちょっと……。,NULL,[～thì] có lẽ không được rồi. (cách từ chối khéo khi nhận được một lời mời nào đó),NULL,9,NULL,NULL
509,だめですか。,NULL,Không được à?,NULL,9,NULL,NULL
510,また こんど おねがいします。,NULL,Hẹn anh/chị lần sau vậy. (cách từ chối khéo một lời mời mà không muốn làm phật lòng người đưa ra lời mời),NULL,9,NULL,NULL
511,ざんねんです［ね］。,NULL,Thật đáng tiếc nhỉ./Buồn nhỉ.,NULL,9,NULL,NULL
512,すみません。,NULL,Xin lỗi,NULL,9,NULL,NULL
513,もしもし,NULL,a-lô,NULL,9,NULL,NULL
514,おざわせいじ,NULL,"Ozawa Seiji(1935～), một nhạc trưởng nổi tiếng của Nhật",NULL,9,NULL,NULL
515,あります,NULL,"ở (tồn tại, dùng cho đồ vật)",NULL,10,NULL,NULL
516,います,NULL,"ở (tồn tại, dùng cho người và động vật)",NULL,10,NULL,NULL
517,いろいろ［な］,NULL,"nhiều, đa dạng",NULL,10,NULL,NULL
518,おとこの ひと,NULL,người đàn ông,NULL,10,NULL,NULL
519,おんなの ひと,NULL,người đàn bà,NULL,10,NULL,NULL
520,おとこの こ,NULL,cậu con trai,NULL,10,NULL,NULL
521,おんなの こ,NULL,cô con gái,NULL,10,NULL,NULL
522,いぬ,NULL,chó,NULL,10,NULL,NULL
523,ねこ,NULL,mèo,NULL,10,NULL,NULL
524,パンダ,NULL,gấu trúc,NULL,10,NULL,NULL
525,ぞう,NULL,voi,NULL,10,NULL,NULL
526,き,NULL,"cây, gỗ",NULL,10,NULL,NULL
527,もの,NULL,"vật, đồ vật",NULL,10,NULL,NULL
528,でんち,NULL,pin,NULL,10,NULL,NULL
529,はこ,NULL,hộp,NULL,10,NULL,NULL
530,スイッチ,NULL,công tắc,NULL,10,NULL,NULL
531,れいぞうこ,NULL,tủ lạnh,NULL,10,NULL,NULL
532,テーブル,NULL,bàn,NULL,10,NULL,NULL
533,ベッド,NULL,giường,NULL,10,NULL,NULL
534,たな,NULL,"giá sách, kệ sách",NULL,10,NULL,NULL
535,ドア,NULL,cửa,NULL,10,NULL,NULL
536,まど,NULL,cửa sổ,NULL,10,NULL,NULL
537,ポスト,NULL,"hộp thư, hòm thư",NULL,10,NULL,NULL
538,ビル,NULL,tòa nhà,NULL,10,NULL,NULL
539,ATM,NULL,"máy rút tiền tự động, ATM",NULL,10,NULL,NULL
540,コンビニ,NULL,cửa hàng tiện lợi (mở 24/24),NULL,10,NULL,NULL
541,こうえん,NULL,công viên,NULL,10,NULL,NULL
542,きっさてん,NULL,"quán giải khát, quán cà-phê",NULL,10,NULL,NULL
543,～や,NULL,"hiệu ～, cửa hàng ～",NULL,10,NULL,NULL
544,のりば,NULL,"điểm đón tắc-xi, tàu, v.v.",NULL,10,NULL,NULL
545,けん,NULL,tỉnh,NULL,10,NULL,NULL
546,うえ,NULL,trên,NULL,10,NULL,NULL
547,した,NULL,dưới,NULL,10,NULL,NULL
548,まえ,NULL,trước,NULL,10,NULL,NULL
549,うしろ,NULL,sau,NULL,10,NULL,NULL
550,みぎ,NULL,(bên) phải,NULL,10,NULL,NULL
551,ひだり,NULL,(bên) trái,NULL,10,NULL,NULL
552,なか,NULL,"trong, giữa",NULL,10,NULL,NULL
553,そと,NULL,ngoài,NULL,10,NULL,NULL
554,となり,NULL,bên cạnh,NULL,10,NULL,NULL
555,ちかく,NULL,gần,NULL,10,NULL,NULL
556,あいだ,NULL,"giữa, ở giữa",NULL,10,NULL,NULL
557,～や ～［など］,NULL,"～ và ～, [v.v.]",NULL,10,NULL,NULL
558,［どうも］すみません。,NULL,Cảm ơn,NULL,10,NULL,NULL
559,ナンプラー,NULL,"nampla, nước mắm",NULL,10,NULL,NULL
560,コーナー,NULL,"góc, khu vực",NULL,10,NULL,NULL
561,いちばん した,NULL,ở dưới cùng,NULL,10,NULL,NULL
562,とうきょう ディズニーランド,NULL,Công viên Tokyo Disneyland,NULL,10,NULL,NULL
563,アジアストア,NULL,tên siêu thị giả định,NULL,10,NULL,NULL
564,フィルム,NULL,phim,NULL,10,NULL,NULL
565,ほんや,NULL,hiệu sách,NULL,10,NULL,NULL
566,いちばん ～,NULL,～ nhất (いちばん うえ: vị trí cao nhất),NULL,10,NULL,NULL
567,－だんめ,NULL,"gí thứ －, tầng thứ － (だん được dùng cho giá sách v.v.)",NULL,10,NULL,NULL
568,チリソース,NULL,tương ớt (chili sauce),NULL,10,NULL,NULL
569,おく,NULL,"bên trong cùng, phía sâu bên trong",NULL,10,NULL,NULL
570,スパイス・コーナー,NULL,góc gia vị (spice corner),NULL,10,NULL,NULL
571,ユニューア・ストア,NULL,tên một siêu thị (giả tưởng),NULL,10,NULL,NULL
572,います［こどもが～］,NULL,có [con],NULL,11,NULL,NULL
573,います［にほんに～］,NULL,ở [Nhật],NULL,11,NULL,NULL
574,かかります,NULL,"mất, tốn (thời gian, tiền bạc)",NULL,11,NULL,NULL
575,やすみます［かいしゃを～］,NULL,nghỉ [làm việc],NULL,11,NULL,NULL
576,ひとつ,NULL,một cái (dùng để đếm đồ vật),NULL,11,NULL,NULL
577,ふたつ,NULL,hai cái,NULL,11,NULL,NULL
578,みっつ,NULL,ba cái,NULL,11,NULL,NULL
579,よっつ,NULL,bốn cái,NULL,11,NULL,NULL
580,いつつ,NULL,năm cái,NULL,11,NULL,NULL
581,むっつ,NULL,sáu cái,NULL,11,NULL,NULL
582,ななつ,NULL,bảy cái,NULL,11,NULL,NULL
583,やっつ,NULL,tám cái,NULL,11,NULL,NULL
584,ここのつ,NULL,chín cái,NULL,11,NULL,NULL
585,とお,NULL,mười cái,NULL,11,NULL,NULL
586,いくつ,NULL,"mấy cái, bao nhiêu cái",NULL,11,NULL,NULL
587,ひとり,NULL,một người,NULL,11,NULL,NULL
588,ふたり,NULL,hai người,NULL,11,NULL,NULL
589,－にん,NULL,－ người,NULL,11,NULL,NULL
590,－だい,NULL,"－ cái, chiếc (dùng để đếm máy móc, xe cộ, v.v.)",NULL,11,NULL,NULL
591,－まい,NULL,"－ tờ, tấm (dùng để đếm những vật mỏng như tờ giấy, con tem, v.v.)",NULL,11,NULL,NULL
592,－かい,NULL,－ lần,NULL,11,NULL,NULL
593,りんご,NULL,táo,NULL,11,NULL,NULL
594,みかん,NULL,quýt,NULL,11,NULL,NULL
595,サンドイッチ,NULL,bánh san-uých,NULL,11,NULL,NULL
596,カレー［ライス］,NULL,món [cơm] cà-ri,NULL,11,NULL,NULL
597,アイスクリーム,NULL,kem,NULL,11,NULL,NULL
598,きって,NULL,tem,NULL,11,NULL,NULL
599,はがき,NULL,bưu thiếp,NULL,11,NULL,NULL
600,ふうとう,NULL,phong bì,NULL,11,NULL,NULL
601,りょうしん,NULL,bố mẹ,NULL,11,NULL,NULL
602,きょうだい,NULL,anh chị em,NULL,11,NULL,NULL
603,あに,NULL,anh trai (mình),NULL,11,NULL,NULL
604,おにいさん,NULL,anh trai (của người khác),NULL,11,NULL,NULL
605,あね,NULL,chị gái (mình),NULL,11,NULL,NULL
606,おねえさん,NULL,chị gái (của người khác),NULL,11,NULL,NULL
607,おとうと,NULL,em trai (mình),NULL,11,NULL,NULL
608,おとうとさん,NULL,em trai (của người khác),NULL,11,NULL,NULL
609,いもうと,NULL,em gái (mình),NULL,11,NULL,NULL
610,いもうとさん,NULL,em gái (của người khác),NULL,11,NULL,NULL
611,がいこく,NULL,nước ngoài,NULL,11,NULL,NULL
612,りゅうがくせい,NULL,"lưu học sinh, sinh viên người nước ngoài",NULL,11,NULL,NULL
613,クラス,NULL,lớp học,NULL,11,NULL,NULL
614,－じかん,NULL,－ tiếng,NULL,11,NULL,NULL
615,－しゅうかん,NULL,－ tuần,NULL,11,NULL,NULL
616,－かげつ,NULL,－ tháng,NULL,11,NULL,NULL
617,－ねん,NULL,－ năm,NULL,11,NULL,NULL
618,～ぐらい,NULL,khoảng ～,NULL,11,NULL,NULL
619,どのくらい,NULL,bao lâu,NULL,11,NULL,NULL
620,ぜんぶで,NULL,tổng cộng,NULL,11,NULL,NULL
621,みんな,NULL,tất cả,NULL,11,NULL,NULL
622,～だけ,NULL,chỉ ～,NULL,11,NULL,NULL
623,かしこまりました。,NULL,Tôi đã rõ rồi ạ (thưa ông/bà),NULL,11,NULL,NULL
624,いい［お］てんきですね。,NULL,Trời đẹp nhỉ,NULL,11,NULL,NULL
625,おでかけですか。,NULL,Anh/Chị đi ra ngoài đấy à?,NULL,11,NULL,NULL
626,ちょっと ～まで。,NULL,Tôi đi ～ một chút,NULL,11,NULL,NULL
627,いってらっしゃい。,NULL,Anh/Chị đi nhé. (nguyên nghĩa: Anh/Chị đi rồi lại về nhé.),NULL,11,NULL,NULL
628,いって きます。,NULL,Tôi đi đây. (nguyên nghĩa: Tôi đi rồi sẽ về),NULL,11,NULL,NULL
629,ふなびん,NULL,(gửi) bằng đường biển,NULL,11,NULL,NULL
630,こうくうびん（エアメール）,NULL,(gửi) bằng đường hàng không,NULL,11,NULL,NULL
631,おねがいします。,NULL,Nhờ anh/chị.,NULL,11,NULL,NULL
632,オーストラリア,NULL,Úc,NULL,11,NULL,NULL
633,そくたつ,NULL,(bưu phẩm) gửi nhanh,NULL,11,NULL,NULL
634,かきとめ,NULL,(bưu phẩm) gửi bảo đảm,NULL,11,NULL,NULL
635,いらっしゃいませ。,NULL,Xin mời vào./ Xin chào quý khách. (lời chào của người bán hàng đối với khách hàng),NULL,11,NULL,NULL
636,いって まいります。,NULL,Tôi đi đây. (nguyên nghĩa; Tôi đi rồi sẽ về.),NULL,11,NULL,NULL
637,それから,NULL,"sau đó, tiếp nữa",NULL,11,NULL,NULL
638,かんたん［な］,NULL,"đơn giản, dễ",NULL,12,NULL,NULL
639,ちかい,NULL,gần,NULL,12,NULL,NULL
640,とおい,NULL,xa,NULL,12,NULL,NULL
641,はやい,NULL,"nhanh, sớm",NULL,12,NULL,NULL
642,おそい,NULL,"chậm, muộn",NULL,12,NULL,NULL
643,おおい［ひとが～］,NULL,nhiều [người],NULL,12,NULL,NULL
644,すくない［ひとが～］,NULL,ít [người],NULL,12,NULL,NULL
645,あたたかい,NULL,ấm,NULL,12,NULL,NULL
646,すずしい,NULL,mát,NULL,12,NULL,NULL
647,あまい,NULL,ngọt,NULL,12,NULL,NULL
648,からい,NULL,cay,NULL,12,NULL,NULL
649,おもい,NULL,nặng,NULL,12,NULL,NULL
650,かるい,NULL,nhẹ,NULL,12,NULL,NULL
651,いい［コーヒーが～］,NULL,"thích, chọn, dùng [cà phê]",NULL,12,NULL,NULL
652,きせつ,NULL,mùa,NULL,12,NULL,NULL
653,はる,NULL,mùa xuân,NULL,12,NULL,NULL
654,なつ,NULL,mùa hè,NULL,12,NULL,NULL
655,あき,NULL,mùa thu,NULL,12,NULL,NULL
656,ふゆ,NULL,mùa đông,NULL,12,NULL,NULL
657,てんき,NULL,thời tiết,NULL,12,NULL,NULL
658,あめ,NULL,mưa,NULL,12,NULL,NULL
659,ゆき,NULL,tuyết,NULL,12,NULL,NULL
660,くもり,NULL,có mây,NULL,12,NULL,NULL
661,ホテル,NULL,khách sạn,NULL,12,NULL,NULL
662,くうこう,NULL,sân bay,NULL,12,NULL,NULL
663,うみ,NULL,"biển, đại dương",NULL,12,NULL,NULL
664,せかい,NULL,thế giới,NULL,12,NULL,NULL
665,パーティー,NULL,"tiệc (～を します : tổ chức tiệc, mở tiệc)",NULL,12,NULL,NULL
666,［お］まつり,NULL,lễ hội,NULL,12,NULL,NULL
667,すきやき,NULL,"Sukiyaki (món lẩu thịt bò, rau)",NULL,12,NULL,NULL
668,さしみ,NULL,Sashimi (món gỏi cá sống),NULL,12,NULL,NULL
669,［お］すし,NULL,Sushi (món cơm trộn giấm có cá tươi ở trên),NULL,12,NULL,NULL
670,てんぷら,NULL,Tempura (món hải sản và rau chiên tẩm bột),NULL,12,NULL,NULL
671,ぶたにく,NULL,"thịt heo, thịt lợn",NULL,12,NULL,NULL
672,とりにく,NULL,thịt gà,NULL,12,NULL,NULL
673,ぎゅうにく,NULL,thịt bò,NULL,12,NULL,NULL
674,レモン,NULL,chanh,NULL,12,NULL,NULL
675,いけばな,NULL,nghệ thuật cắm hoa (～を します : cắm hoa),NULL,12,NULL,NULL
676,もみじ,NULL,"cây lá đỏ, lá đỏ",NULL,12,NULL,NULL
677,どちら,NULL,cái nào (trong hai cái),NULL,12,NULL,NULL
